TITLE,TAG
Biden turns the page on Trump,World
Rohingya women trafficked from Indonesian refugee camp,World
Indonesia detains British woman,World
Severed head found in box,World
EU court faults Turkey,World
Pete Buttigieg,World
Swiss cheese,World
Palestinians,World
Alexei Navalny,World
Elon Musk,World
Belgrade upset,World
Erdogan’s ally backs call to rewrite Turkish constitution,World
Ousted Myanmar party demands release of Suu Kyi,World
Wikipedia to stem misinformation,World
Danish parliament launches impeachment trial for ex-minister,World
Six held in Hollywood after Tinseltown’s famous sign changed,World
Seized S Korean crew to leave Iran,World
China mission going very well: WHO,World
Myanmar coup a ‘cabinet reshuffle’,World
SL scraps Japan-India port deal,World
"Over 1,400 protesters detained; Russian court jails Kremlin critic NavalnyMoscow: More than 1,400 protesters were detained by Russian authorities during rallies supporting Alexei Navalny, a civil monitoring group said Wednesday, after the Kremlin’s most prominent critic was jailed for nearly three years amid international condemnation.The court’s decision Tuesday to turn a 2014 suspended sentence into real jail time will see the 44-year-old anti-corruption campaigner -- who accuses Moscow of poisoning him last year -- serve a lengthy prison term.Britain, France,...",World
‘Covid responses chip away democratic norms’,World
"Silence, applause and flowers for ‘Captain Tom’",World
"Erdogan slams LGBT, students",World
EU stumps up 4 billion euros in fight against cancer,World
China to offer 10 mn vaccine doses to Covax,World
"Nearly 11,000 Hong Kongers moved to Taiwan in 2020",World
Foreign visitors to Spain plunge 77pc in 2020,World
US accident victim gets first double hand and face transplant,World
"Myanmar army blocks Facebook access as civil disobedience growsYANGON: Myanmar’s generals ordered internet providers to restrict access to Facebook on Thursday, as UN chief Antonio Guterres said the world must rally to ensure the military coup fails.The...",World
Myanmar army blocks Facebook access as civil disobedience grows,World
Google fitness app to catch breath and heart rate,World
New York Times boosts paid subscriber base to 7.5 million,World
"Biden pledges to deliver coronavirus relief without Republican supportWASHINGTON: President Joe Biden said on Friday he has to ""act fast"" to push a huge new economic relief package through Congress, even without Republican support, because many Americans are near the ""breaking point.""""I see enormous pain in this country, a lot of folks out of work, a lot of folks going hungry,"" Biden said in a White House speech. ""I believe the American people are looking right now to their government for help... so I’m going to act. I’m going to act fast.""Biden said he...",World
Indian protests against agriculture reforms attract new supporters,World
"France, Germany ‘moving forward’ on future combat jet",World
Egypt frees Al-Jazeera journalist,World
Dbeibah elected Libyan transitional PM,World
Britain expels Chinese spies,World
Virginia to ban death penalty,World
Myanmar military widens coup dragnet as scores protest at university,World
"Europe, US race to salvage Iran N-deal",World
Moscow expels EU diplomats,World
Indonesia bans mandatory ‘hijab’ scarves for schoolgirls,World
Palestinian shot dead in West Bank,World
"Harvard astronomer argues that alien vessel paid us a visitWASHINGTON: Discovering there’s intelligent life beyond our planet could be the most transformative event in human history -- but what if scientists decided to collectively ignore evidence suggesting it already happened?That’s the premise of a new book by a top astronomer, who argues that the simplest and best explanation for the highly unusual characteristics of an interstellar object that sped through our solar system in 2017 is that it was alien technology.Sound kooky? Avi Loeb says the...",World
ICC ruling paves way for new Gaza conflict probe,World
Huge police deployment counters Indian farmers protests,World
Mauritius FM resigns from government and party,World
"Woman, 88, killed and partner hurt in French garage blast",World
"Blinken presses China on Uighurs, Hong Kong in first call",World
Oxford vaccine effective against UK variant,World
Myanmar anti-coup protests grow as army broadens internet crackdown,World
US moves to end terror designation of Huthis,World
Biden says ‘erratic’ Trump should not receive intel briefings,World
Fox News cancels show of pro-Trump host,World
German firm to clear Beirut port of containers,World
Libya embarks on new transition phase,World
Two tigers escape Indonesian zoo,World
"Kids in Jordan head back to classroomsAmman Hundreds of thousands of students in Jordan went back to classrooms on Sunday after almost a year of school closures due to the coronavirus pandemic.""I am very happy to see my friends and teacher again,"" said seven-year-old Mecca at a girls’ school in Jabal Amman, in the centre of the Jordanian capital. ""I was bored at home. Being at school is better,"" the smiling girl said.Schools and universities in the country have been shut since mid-March due to the pandemic. Kindergarten and...",World
"After Senate trial, will Donald Trump face criminal charges?",World
Saudi Arabia intercepts armed drone,World
Dutch hit by snowstorm,World
Rotunno dies,World
Ecuador polls,World
Red flood!,World
Biden says America won’t lift sanctions to bring Iran to talks,World
UAE’s ‘Hope’ probe to be first in trio of Mars missions,World
Biden foresees ‘extreme competition’ with China,World
"Brexit, Covid slash UK exports to EU",World
Three die in India,World
On-the-loose tiger captured alive!,World
Sicily offers safe haven to migrants,World
Paris exceeded CO2 reduction target,World
Second HK radio host arrested,World
Quake hits Philippines,World
UN ups food aid to Ethiopia’s Tigray,World
"UK virus variant rapidly spreading in USWashington: A coronavirus variant first identified in Britain is rapidly spreading in the United States, threatening to bring a surge of new cases as it doubles roughly every 10 days, according to a new study.The paper was posted online on Sunday and has not yet been peer reviewed, but it does offer the most comprehensive look at the rise of B.1.1.7 in the country hit hardest by the pandemic. A team of scientists led by researchers at The Scripps Research Institute analyzed half a million test...",World
Austrians rush to get haircuts!,World
US to ‘re-engage’ with UN Human Rights Council,World
Founder of Kakao to give away half his billions!,World
Seoul launches Covid tests for pets,World
Australian journalist held,World
Huthi rebels,World
19 die in Nigeria,World
Somali leaders,World
26 die in Syria,World
Rallies heap pressure on coup leaders: Myanmar issues crackdown warning,World
Coup leader says ‘voter fraud’ justifies power grab,World
"Virus jabs for all regardless of immigration status, says UK",World
Netanyahu denies corruption charges as trial resumes,World
"18 dead, 200 missing after Indian glacier disaster",World
Britain lowers terrorism threat level to ‘substantial’,World
Iran says French mediation on nuclear deal unnecessary,World
Russia sees drastic increase in mortality due to Covid-19 in 2020,World
First sitting US congressman dies after Covid diagnosis,World
Dubai rolls out vaccines to public transport workers,World
Italy’s Draghi holds final round of talks on new govt,World
Sudan dissolves cabinet,World
Mexican president ‘beats’ Covid,World
"Mandatory Covid tests in quarantine for UK arrivals: WHO mission to China fails to find source of virusWUHAN, China: The WHO mission to China to uncover the origins of the coronavirus failed to identify the source of a pandemic which has swept across the world, but the team on Tuesday ruled out the Wuhan lab-leak theory propagated by Donald Trump.Experts believe the disease -- which has killed more than 2.3 million people worldwide -- originated in bats and could have been transmitted to humans via another mammal.WHO foreign expert Peter Ben Embarek said identifying the animal pathway remains a...",World
UAE’s ‘Hope’ probe enters Mars orbit in first for Arab world,World
Thai leaders detained,World
Winchester to admit girls,World
‘Gadget gun’,World
Gaza border,World
BD vultures,World
French mayor,World
Junta blackout rejected: Myanmar’s protests will be broadcast,World
Russia brands Navalny team as ‘traitors’,World
"Iran, DPRK resumed missile collaboration in 2020: UN",World
Top Hungarian independent radio forced off air,World
"French TV producer, husband targeted by rape probe",World
"Don’t let Long Covid ‘fall through the cracks’, WHO warns",World
Huthis will cease attacks on S Arabia if coalition stops raids,World
Armed gangs kill 26 in Nigeria,World
Turkey hints at compromise with US,World
European court faults Turkey,World
Protests erupt in Sudan,World
Iraq hangs five ‘terrorism’ convicts,World
"EU Covid deaths top 500,000, worst-hit states improvingPARIS: More than 500,000 people have officially died of Covid-19 in the European Union, according to a tally compiled by AFP as of Wednesday, with the situation appearing to improve in the worst-hit countries.The grim milestone was reached late on Tuesday; by 1200 GMT on Wednesday the death toll stood at 501,531 from 20,548,666 cases. The European Union includes some of the world’s worst-hit countries in the pandemic that broke out in the region early last year -- in Italy. But recent trends...",World
Twitter suspends more accounts over free speech debate in India,World
Impeachment: ‘Trump incited insurrection and revelled in violence’,World
China spacecraft enters Mars orbit,World
N Korea stole $300m in crypto to fund nukes,World
"One killed, four wounded in US clinic",World
Qatar minister meets new Saudi envoy,World
Spanish crown princess to study in Wales,World
Russia seeks arrest of Navalny aide,World
Myanmar anti-coup protests continue despite bloodshed,World
Biden govt supports repatriating jihadists: US diplomat,World
Iranians rally for 42nd anniversary of revolution,World
UN Security Council fails to agree on joint Syria declaration,World
BD Islamists to hang over publisher’s murder,World
"Impeachment prosecutors to wrap up case against TrumpWASHINGTON: Impeachment prosecutors are expected to wrap up their case against ex-president Donald Trump in the US Senate on Thursday, backed by chilling footage that showed senior politicians fleeing for their lives during last month’s assault on Congress.The Democratic impeachment managers will argue for a second day that the riot was deliberately incited by the former president, with an aim of reminding senators, and watching Americans, just how bad things got on January 6.On Wednesday...",World
China pulls BBC World News off air for content ‘violation’,World
Meghan wins her privacy case against the Mail on Sunday,World
UK considering sanctions over Myanmar coup,World
"Myanmar’s protesters back on the streets as US sanctions coup leadersYANGON: Huge crowds thronged cities around Myanmar on Friday in a seventh straight day of protests demanding the return of ousted leader Aung San Suu Kyi, after Washington announced sanctions on the generals behind last week’s coup.A torrent of anger and defiance has brought hundreds of thousands of people out in nationwide rallies demanding the country’s generals relinquish power. Demonstrations have so far largely been peaceful, but police fired rubber bullets on students while...",World
Mexican president urges Biden to give migrants work visas,World
Navalny back in Moscow court on defamation charges,World
Two Ukrainian soldiers killed in clashes with separatists,World
Half of Yemen under-fives face acute malnutrition: UN,World
"Trump can’t run again, says former UN envoy Nikki Haley",World
"Myanmar protesters block arrests as UN demands Suu Kyi’s releaseYANGON: Opposition to Myanmar’s new military regime intensified on Saturday as spontaneous neighbourhood watch groups mobilised to thwart arrests of anti-coup activists and the UN demanded the release of ousted leader Aung San Suu Kyi.The army takeover that brought a decade-old democracy to an end last week has unleashed a storm of anger and defiance, with huge daily protests bringing urban centres around the country to a standstill.Since taking Suu Kyi and her top allies into custody,...",World
"200 years after Napoleon defeat, Russia and France bury their dead",World
"Strong earthquake rattles Japan, no tsunami risk",World
Peru health minister resigns over ex-president vaccine scandal: TV,World
Jihadists kill three soldiers in NE Nigeria,World
"Cypriots protest against corruption, virus restrictions",World
"US Senate votes to allow witnesses, prolonging Trump trial",World
Draghi sworn in as Italy’s new PM,World
"US seeks more Covid info from China, has ‘concerns’ on WHO probe",World
19 killed in firecracker factory blast in India,World
Rouhani warns of virus ‘fourth wave’,World
Germany wants troops to stay on in Afghanistan,World
French TV producer rejects rape allegation,World
Nigeria police arrest protesters,World
Three killed in Mogadishu car bomb,World
"US minority entrepreneurs fear for survivalWashington: For the past 11 months, Reign Free has done everything she can think of to keep her catering company open after the pandemic hit -- a fight shared by many Black-owned businesses across the United States.As her business dried up, Free has taken out loans from the US government and other lenders and searched for new opportunities, but she wonders how much longer Red Door Catering in Oakland, California can survive the slump.""We’re getting crumbs and it’s not enough. We’re still...",World
Myanmar junta warns public not to hide fugitives,World
Germany partially closes borders despite EU criticism,World
Dozens injured in strong quake off Fukushima,World
Syrian Kurds hand Baghdad 100 alleged IS fighters,World
"In first, Iraq arrests four suspects in protest killings",World
Small protests mark Bahrain uprising’s 10 anniversary,World
First bodies recovered from Indian flood disaster tunnel,World
Dozens killed in overnight clashes in northern Yemen,World
Nigeria protesters released on bail,World
UK eyes next phase in vaccine rollout,World
Putin accuses West of using Navalny to ‘contain’ Russia,World
Catalonia holds key vote under cloud of pandemic,World
Three Ukrainian soldiers killed,World
Row in Paris,World
Migrant pushback claims fake news: Greece,World
UAE’s ‘Hope’ probe sends home first image of Mars,World
Sailors kidnapped off Nigeria arrive back in Turkey,World
Egypt unearths ‘oldest brewery’,World
"Boris cautious on lockdown easingLONDON: Britain intends to seek a ""cautious but irreversible"" ending of strict coronavirus restrictions, Prime Minister Boris Johnson said on Monday as his government introduced hotel quarantine stays for arrivals from ""high risk"" nations.Britain, with more than 117,000 deaths from Covid-19, is one of the worst-hit countries in the world by the pandemic. Johnson has come under criticism for acting too quickly to relax measures and too slowly to re-impose them in recent months.But...",World
"Prince Harry, Meghan Markle expecting second child",World
Coral reefs ‘under threat’,World
Israeli strikes on Syria kill 9,World
Baku ‘treason’,World
Tech giants,World
"Macron, Le Pen",World
Iraq lockdown,World
"Myanmar junta cuts internet, deploys troops",World
New Pentagon chief to reassure Nato allies,World
Erdogan accuses US of backing ‘terrorists’ in Iraq,World
Kosovo’s anti-establishment party scores landslide victory,World
Creator of much-mocked Romania statue accused of fraud,World
Indian police probe baby’s death in alleged monkey attack,World
Iran renews pledge against nukes,World
Indonesian landslide kills nine,World
Five Tajiks charged over IS links,World
Rapper holes up in Catalan varsity,World
Delhi residents without water supply,World
‘Jerusalema’ videos,World
Turkey detains hundreds,World
"Dutch court orders govt to lift Covid curfewThe Hague: A Dutch court on Tuesday told the government to immediately lift a nationwide coronavirus curfew that sparked the worst riots in the Netherlands for decades.The government wrongly used emergency powers to bring in the first curfew since the Nazi occupation in World War II, a judge at The Hague district court ruled.The case was launched by the Viruswaarheid group, which has led a series of protests against coronavirus measures in the Netherlands.""The curfew must be lifted...",World
Three die in North Carolina tornado: Millions struggle without power in America,World
Russia may remain in Open Skies accord,World
‘5G phones may interfere with aircraft’,World
Five BD Islamists sentenced to death,World
Trump sued under ‘Ku Klux Klan Act’,World
NZ-Australia row erupts,World
Marib battle,World
Belarus police,World
Suu Kyi hit with second charge: Myanmar junta tightens grip in Yangon,World
Several American contractors wounded: Iraq rocket attack kills foreigner,World
"Biden effect: Saudi hastens trials, placates rivals",World
Raymond Levesque dies,World
"UN urges global vaccine effortUnited Nations, United States: United Nations chief Antonio Guterres said on Wednesday that the world ""urgently needs a global vaccination plan"" to stop wealthy countries leaving poorer nations behind in the coronavirus fightback, while the US climbed back aboard at the World Health Organisation bringing $200 million in dues.""All those with the required power, scientific expertise and production and financial capacities"" should join a worldwide vaccine scheme, Guterres told the UN Security...",World
Fighting fears of vaccines in Turkey,World
First baby born after uterus transplant in France,World
Iran ready for talks with UN nuclear watchdog chief,World
Schoolboys kidnapped in Nigeria,World
French court sentences four,World
Russia detains 19 ‘Islamists’,World
15 protesters held in Spain,World
Justin Trudeau,World
Over 93% Palestinian voters registered for elections,World
Tensions run high over border region dispute: Sudan recalls envoy to Ethiopia,World
Australian PM under fire for handling of rape scandal,World
"In tit-for-tat move, Russia denies visa to Nasa envoy",World
M J Akbar Loses #MeToo case,World
Singapore’s Hindu priest charged in $1.5m gold pawning case,World
"Egypt autopsy offers new clues 3,600 years after murder",World
$59 million Hong Kong flat sale sets new Asia record,World
Spanish police seize 4 million fake medical-grade masks,World
‘Latifa’s video pleas distressing’,World
Myanmar protesters stage huge rally,World
FB to restrict Australia news sharing,World
"Vatican staff who refuse vaccination could be firedVATICAN CITY: Vatican staff who refuse to be vaccinated against Covid-19 could be sacked under a decree made public on Thursday by the city state, which employs around 5,000 people.An employee must have a documented medical reason for refusing a jab or face “consequences of various degrees which may go as far as the termination of employment”, according to the text.The document, which cites a 2011 Vatican law, also concerns job applicants, saying the Holy See may not hire them if they...",World
Democrats to unveil Biden’s US immigration reform bill,World
"Air pollution caused 160,000 deaths last year",World
Latvia bans Russian TV host over Hitler remarks,World
Colombian mly accused of extra-judicial killings,World
Six children killed in Uganda,World
Georgian PM resigns,World
Anti-coup hackers target Myanmar govt websites,World
Misinformation fears after FB blacks out news in Australia,World
UN says Huthi attack on government stronghold ‘must stop’,World
France’s ex-minister convicted of rape,World
"Nato to expand Iraq mission to around 4,000 personnel",World
Ugandan soldiers jailed for assaulting journalists,World
Belarus jails journalists for two years over protest coverage,World
"Dutch court urged to keep Covid curfewDutch government asked appeals judges Friday to overturn a court order scrapping a coronavirus curfew, comparing the pandemic to waters overwhelming the low-lying country’s famed dykes.Photo: ReutersThe Hague: The Dutch government asked appeals judges Friday to overturn a court order scrapping a coronavirus curfew, comparing the pandemic to waters overwhelming the low-lying country’s famed dykes.The hearing came on a crunch day for the Netherlands’ anti-Covid measures with the senate set...",World
Iran urges America to lift all sanctions,World
UN asks UAE for proof that princess is still alive,World
Harry to lose honorary titles,World
Whales die on Indonesian beach,World
Perseverance rover ready,World
Greek govt,World
Nicolas Sarkozy,World
Spain protests,World
German police,World
Malaysian news site hit with fine as fears grow over press freedom,World
US reaffirms Saudi ‘defence partnership’,World
"US woman, 90, treks miles in snow to get vaccinated",World
FB to expand climate hub,World
Myanmar mourns protester’s death,World
Turkey hires law firm to lobby Biden over F-35 jets,World
"Yemen govt accuses rebels of using civilians as human shieldsDUBAI: Yemen’s Saudi-backed government accused Huthi rebels on Saturday of using civilians as human shields in their renewed offensive against its last major toehold in the north.Earlier this month, the Iran-backed rebels resumed a push to capture the city of Marib, 120 kilometres east of the rebel-held capital Sanaa.The city lies close to some of Yemen’s richest oil fields and its capture would be major prize for the rebels.But the fighting has raised fears for the hundreds of thousands...",World
"We’ve lost on the streets, says Belarus opposition leader",World
Thai protests outside parliament after PM survives vote,World
Russian air assault kills 21 IS Jihadists in Syria,World
Four Taiwan ex-intelligence officers charged with spying,World
Seven dead in Iraq clashes,World
Italy coastguard seeks survivors after migrant shipwreck,World
Over 200 million vaccine doses administered globally,World
Iran to host UN nuclear watchdog chief ahead of sanctions deadline,World
Trump ally violated Libya arms embargo,World
Court convicts Navalny in defamation case,World
US deports former Nazi camp guard to Germany,World
"Canada to provide swab tests at US borderMONTREAL: Canada will provide mandatory swab tests at over a hundred land crossings on its border with the US from Monday, Ottawa said, as concerns over the spread of new coronavirus variants grow.“Travellers entering Canada at land borders, unless exempt, will be required to take a test using a self-swab kit,” a statement from Canada’s Public Health Agency said on Saturday.“This test can be taken either at the traveller’s quarantine location or at a border testing site.” The...",World
UN to debate global warming,World
Cyprus urged to help save cattle stranded on ship,World
Seven Nigerian mly personnel die in plane crash,World
US attorney,World
Italy virus,World
UN condemns Myanmar junta,World
Deadline looms,World
FB shuts down Myanmar army’s ‘True News’ page,World
Saudi arms producer signs defence deal with Lockheed,World
French city cooks up furore over meat-free school lunches,World
Pro-UK party in N Ireland files legal bid to scrap Brexit protocol,World
World Jewish Congress hails Pope,World
Tanzania urged to combat Covid,World
Ebola toll hits four in DR Congo,World
Multimillion-dollar yacht sinks,World
Libyan minister survives attack,World
Nigerian residents flee fighting,World
"Biden to mark 500,000 US deathsWashington: US President Joe Biden will lead a remembrance ceremony Monday to mark the dark milestone of 500,000 American Covid-19 deaths, but plans for easing the lockdown in Britain and a surge in vaccinations worldwide prompted growing optimism.With the US death toll on the brink of hitting half a million -- the highest impact on any country -- Biden ordered flags on federal government buildings to be flown at half mast for five days.The president was scheduled to address the nation from...",World
‘Pandemic used as ‘pretext’ to crush dissent’,World
UN chief demands immediate halt to Myanmar ‘repression’,World
Tech firms launch anti-disinformation code,World
Rockets target American embassy in Baghdad,World
Queen to send TV message hours before Harry’s tell-all interview,World
Italy confirms death of its ambassador to DR Congo,World
Boeing grounds 777s after engine fire in Colorado,World
Algerians hit the streets,World
Greek govt under fire,World
Prince Philip doing ‘OK’,World
US general urges Iran restraint,World
‘Swede spied for Russia’,World
Rohingya boat in distress,World
Woody Allen documentary,World
Coronavirus cases rise in Mumbai,World
"Czechs running out of hospital capacityPRAGUE: The Czech Republic is reaching capacity in intensive care wards as coronavirus infections keep soaring in the EU’s worst-hit country, the health ministry said on Tuesday.The country tops the world in terms of new infections per 100,000 people over the last 14 days and is second after neighbouring Slovakia for deaths, according to an AFP tally. The government, which tamed the spread during the first wave early last year, has been grappling with recurrent upswings since the summer of...",World
‘Climate change a grave threat’,World
"Malaysia deports over 1,000 Myanmar nationals",World
"Biden, Trudeau",World
Boeing 777,World
Georgia protest,World
Prince Philip,World
Seoul-Tehran,World
Argentina scam,World
"Hunger rising in Central America amid climate, virus shocks: UN",World
"Myanmar generals under renewed pressure after G7 condemnation, sanctions",World
Iran starts limiting UN inspections,World
FB to restore Australia news,World
Canadian MPs say treatment of Uighurs is ‘genocide’,World
Algerian students hold anti-government protests,World
Nine women arrested over Philippines bomb plot,World
Ex-Serbian mayor convicted,World
EasyJet bookings soar,World
India’s endangered lion prides,World
Nine die in Egypt fishing mishap,World
‘Spy for Egypt’ goes on trial,World
Indian climate activist wins bail,World
Six EU countries warned,World
"France flags new restrictionsPARIS: France may need to impose new local restrictions to deal with a worsening Covid-19 situation as it scrambles to avoid a new national lockdown, a government spokesman said on Wednesday.Infections have reached worrying levels in several parts of the country, spokesman Gabriel Attal told reporters after a weekly cabinet meeting. The warning comes only days after the French Riviera was ordered into lockdown for the coming two weekends to contain Covid-19 which has been spreading faster in...",World
America seeks UN rights council seat,World
Dogs came to N America with earliest humans,World
AI strips Navalny of ‘prisoner of conscience’ status,World
DPRK defector ‘undetected’,World
Hidden 12th-century hammam found in Seville!,World
Germany convicts Syrian in landmark torture trial,World
At least 75 inmates die during Ecuador prison riots,World
Heathrow dives into £2.0 bn loss,World
Cholera kills 55 in Mozambique,World
41 migrants feared dead: UN,World
"EU confronts vaccine rollout woesBrussels/Paris: Paris: Covid-19 has killed more than 2.5 million people worldwide since the pandemic began in December 2019, according to an AFP count based on official figures at 1730 GMT Thursday.In total, 2,500,172 deaths and 112,618,488 cases have been reported. With 842,894 deaths, Europe is the hardest-hit region, followed by Latin America and the Caribbean and the US and Canada .Almost half of the fatalities have occurred in just five countries: the US , Brazil , Mexico , India and...",World
India steps up clampdown against America’s social media giants,World
Black-browed Babbler emerges after 170 years!,World
Prosecutors obtain Trump’s tax records,World
Iran policeman killed amid unrest,World
UK court okays extradition of Indian jeweller,World
Belgian gynaecologist jailed,World
Xi boasts of ‘miracle’,World
Italian priest,World
France leak,World
EU fines Spain,World
German charged,World
Armenia PM takes to the streets to denounce ‘coup attempt’,World
Alarm in Greece over far-left hitman on hunger strike,World
Britain sanctions Myanmar’s army chief for coup role,World
Russians vote on returning secret police chief’s statue,World
New appeal made into 2000 disappearance of Dubai princess,World
Peru court orders authorities to ‘respect’ woman’s wish to die,World
Two charged with supplying bomb that killed Maltese journalist,World
Rome holds funeral for Italian ambassador killed in DR Congo,World
France to extend lifetime of old nuclear power plants,World
Mozambique democracy,World
Polio cases emerge in Cameroon,World
"UN adopts resolution urging equitable access to vaccinesUNITED NATIONS, United States: The UN Security Council gave unanimous approval on Friday to a resolution calling for improved access to Covid-19 vaccines in conflict-hit or impoverished countries, diplomats said.It was the second resolution on the pandemic passed by the council since it began a year ago. In a rare gesture, it was co-sponsored by all 15 members of the council, diplomats said. “We are all facing the same threat, the same pandemic and international cooperation and multilateral...",World
British press were ‘destroying my mental health’: Prince Harry,World
Indian social media rules could threaten free expression,World
Syria slams US strike as bad omen for Biden administration,World
Indian labour activist wins bail after torture claims,World
Eritrean troops killed ‘hundreds’ in Ethiopia,World
Over 60 fighters killed in Yemen,World
Myanmar envoy urges ‘strongest’ UN action as junta clamps down,World
Supreme Court rejects IS bride’s legal bid to return to UK,World
Thousands march in Armenia to demand PM’s resignation,World
Russian diplomats arrive from North Korea on rail trolley,World
UN court to try Hizbullah member for Lebanon attacks,World
UN adds name to list of sanctioned Yemenis,World
Turkey slams ‘genocide’ vote in Dutch parliament,World
"UN, European states call on Israel to halt demolitionsUNITED NATIONS: The United Nations and European members of the Security Council on Saturday called on Israel to stop demolitions of Bedouin settlements in the Jordan Valley, and for humanitarian access to the community living in Humsa Al-Baqaia.In a joint statement at the end of a monthly session of the Security Council on the conflict in the Middle East, Estonia, France, Ireland, Norway and Britain said they were “deeply concerned at the recent repeated demolitions and confiscation of...",World
"Putin, Biden should aim for more arms curbs: Gorbachev",World
Iran calls for perpetrators of anti-US attacks in Iraq to be identified,World
WASHINGTON,World
New Zealand’s largest city back in lockdown as Covid lingers,World
US in delicate balancing act as Saudi prince spared sanctions,World
Myanmar UN ambassador fired after anti-coup speech,World
Dissident leader Ferrer arrested in Cuba,World
Lebanese clear tar pollution from turtle beach,World
Indian rooster kills owner with cockfight blade,World
"Yemen rebels claim Saudi strikes, threaten new attacksSANAA: Yemen’s Iran-backed Huthi rebels on Sunday claimed the attempted strikes that targeted neighbouring Saudi Arabia overnight and threatened more attacks, as fighting in the grinding civil war escalates.Huthi fighters have intensified operations against the kingdom as air strikes by the Saudi-led military coalition pound rebel positions in the north of Yemen, in a bid to stop their offensive to seize the government’s last northern stronghold of Marib.Years of war have already pushed...",World
UN calls for children in Syria camps to be allowed home,World
‘Too premature’ for US to relax Covid-19 restrictions: Fauci,World
Trump to make first post-White House speech at rightwing summit,World
‘Iran could be behind Israeli ship blast’,World
FB to pay $650mn settlement over US privacy dispute,World
War turning Yemen into broken state: UN,World
Two Jordan ministers sacked for virus rules breach,World
Turkey protests to Iran envoy in Iraq row,World
SL police arrest ‘exorcist’ after child killed,World
Man dies in New Caledonia shark attack,World
Israel will vaccinate Palestinians,World
Dozens of HK dissidents charged with security crime,World
BD police fire rubber bullets at opposition protesters,World
Iran will react if IAEA Board adopts negative resolution,World
Russia launches its first Arctic monitoring satellite,World
"Water cannon, tear gas at protest outside Thai PM’s residence",World
NY governor bows to outside probe of abuse claims,World
Five civilians killed in Yemen port bombardment,World
Militia raids in eastern DR Congo kill 10 civilians,World
Venezuelans protest femicide after three women killed,World
"Finland declares state of emergency as Covid cases riseHELSINKI: Finland on Monday activated emergency powers as the government prepared to introduce tougher restrictions to stem a rising tide of coronavirus infections.Prime Minister Sanna Marin signalled the move was imminent last week when she warned that controls limiting restaurants to takeaway service would come into force for three weeks from March 8 in some parts of the country.""The government along with the president of the Republic has declared a state of emergency in the country,"" Marin...",World
European lawmakers urge action against Israel’s ‘de-facto annexation’,World
Prince Harry ‘worried about history repeating itself’,World
Khashoggi fiancee demands punishment for prince Salman,World
"Golden Globe Awards 2021: Nomadland, Borat win top awards as virtual gala honours late Boseman",World
Turkish court clears actors of ‘insulting’ Erdogan,World
Prince Philip moves to another hospital,World
Hundreds nominated for Peace Prize,World
China bans punishments in schools,World
Zimbabwe’s VP resigns,World
Suu Kyi slapped with two criminal charges as Myanmar junta cracks down on dissent,World
Iran inspections should not be ‘bargaining chip’: IAEA,World
Russians believe coronavirus is a bioweapon,World
Ukraine recalls ‘scoundrel’ diplomats,World
FB News to launch in Germany in May,World
New BD protests as UN calls for overhaul of security law,World
"Coronavirus crisis unlikely to be over by the end of the year, WHO warnsWASHINGTON: Despite the spread of Covid-19 being slowed in some countries due to lockdowns and vaccination programmes, it is “premature” and “unrealistic” to the think the pandemic will be over by the end of the year, the World Health Organisation’s executive director of emergency services has said.Speaking at a press briefing Geneva, Dr Michael Ryan said while vaccinating the most vulnerable people, including healthcare workers, would help remove the “tragedy and fear” from the...",World
Director defends FBI actions ahead of US Capitol riot,World
US ambassador to UN demands information on Syria detainees,World
"Catholic Church abused 10,000 children in France",World
US imposes sanctions on two Huthi commanders,World
UK minister to take maternity leave,World
Egypt executes 11 people,World
20 dead in Bolivia,World
US hits Russian officials with fresh sanctions over Navalny poisoning,World
Iran warns against censure at UN nuclear watchdog,World
Myanmar security forces fire on anti-coup protesters,World
"UK news group to pay £450,000 to Meghan Markle",World
Yemen ‘step away’ from devastating famine: UN,World
"Slovakia imposes overnight curfew to fight CovidBRATISLAVA: Slovakia imposed an overnight curfew from Wednesday, the health ministry said, as the ex-communist country battles the world’s highest Covid mortality rate.Slovaks will not be allowed out of their homes between 8:00 pm and 5:00 am, according to a government decree. During the day, Slovaks are being asked to stay in their homes with some exceptions, including medical visits, going to work and walks in nature or with pets.The curfew applies until March 19 but may be extended. The...",World
Markle ‘saddened’ by bullying claims,World
US playing with fire: Moscow,World
Freedom House downgrades India to ‘partly free’,World
US slams Kyrgyzstan court,World
Sarkozy on the offensive,World
American base attacked in Iraq,World
UK defends Yemen aid cuts,World
Row in Spain,World
Nicola Sturgeon,World
Google ads,World
Greece Covid,World
Jap billionaire offers space seats,World
Turkey could negotiate with Egypt over east Med,World
Russia brands critical doctors’ union ‘foreign agent’,World
Germany’s AfD under surveillance,World
Kuwait forms new govt,World
BD cartoonist granted bail,World
Iraq executes three convicts,World
Strong quake hits Greece,World
‘Dead’ man in India comes alive moments before autopsy,World
Ten people killed during anti-coup demo Myanmar forces open fire at protesters,World
Rape remarks Thousands demand India’s top judge quit,World
